tour_id,operator_id,enquiry_id,user_id,channel,author,type,added_at,message
14263,1170,826248,1647285,customer,traveller,message,2023-07-04 15:19:02,"""I submitted the form to Expat Explore Travel. I want to confirm if you have already received it."""
14263,1170,826248,1647286,customer,operator,message,2023-07-04 16:29:46,"""Hi Ba Quang Anh Thai,

You're very welcome!

We're delighted to inform you that we have successfully received and saved your Important Passenger Information in our reservation system.

If you have any further questions or need any assistance, feel free to reach out to us anytime. We're here to help!

Warm Regards
Nicole E
Expat Explore Travel"""
14263,1170,826248,1647285,customer,traveller,message,2023-07-04 16:33:11,"""Thank you very much! I can't wait for this tour to begin"""
14263,1170,826248,1647286,customer,operator,message,2023-07-04 16:47:46,"""Hi Ba Quang Anh Thai

We are thrilled that you're looking forward to the tour. We can assure you that it's going to be an incredible experience.

If you have any more questions or need any assistance leading up to the tour, please don't hesitate to reach out. 

We're here to make sure you have an amazing time!

Best Regards
Nicole E"""
14263,1170,826248,1647285,customer,traveller,message,2023-08-08 12:52:58,"""Hello, this will be my first time traveling to Italy so I would like to ask about mandatory immigration documents. I do not know which documents I should show to the immigration officer, so are you able to advise me about it?"""
14263,1170,826248,1647286,customer,operator,message,2023-08-08 20:55:31,"""Hi Hi Ba Quang Anh, 

Thanks for reaching out to us. 

Please ensure that you have your Visa and identification documents handy when travelling. 
As we are not a registered Visa agency, that is the best advice I am able to give you from our experience. For further confirmation, it may be best to call your local Embassy or the airport you'll be travelling to. 

If you have any further queries before you depart, please feel free to reach out. 

We look forward to hosting you! 

Best regards 
Hannah R 
Expat Explore Travel"""
14263,1170,826248,1647285,customer,traveller,message,2023-08-08 23:02:05,"""Thank you so much for your useful advice! I also would like to ask if this tour includes the airport transfer for my pre-accommodation?"""
14263,1170,826248,1647286,customer,operator,message,2023-08-09 09:17:06,"""Hi Ba Quang Anh,

Thank you for your response,

Regrettably, we can no longer assist with transfers. Therefore we would recommend using public transport to get from the airport to the hotel and back. If you would like to book a transfer service a great way to do this would be via an online site called Welcome Pickups. If you are unfamiliar with this platform, it is quite straightforward and user-friendly, gives you a great overview of the transfer services in the area and the prices are competitive. Please see the link below: 

https://www.book-online-transfers.com/en/expatexplore-airport-taxi

If you have any further queries before you depart, please feel free to reach out.

Best regards
Nicole E
Expat Explore Travel"""
14263,1170,826248,1647285,customer,traveller,message,2023-08-09 14:41:55,"""Thank you very much!"""
14263,1170,826248,1647285,customer,traveller,message,2023-08-09 14:42:25,"""Do you know if Vatican City is also included in the tour as well?"""
14263,1170,826248,1647286,customer,operator,message,2023-08-10 07:22:46,"""Hi Ba Quang Anh,

Thank you for reaching out to us, 

The Vatican City is not currently a part of this tour.

 If you have any further questions or queries, please do not hesitate to contact us.

We look forward to hosting you.

Kind Regards
Nicole E
Expat Explore Travel"""
14263,1170,826248,1647285,customer,traveller,message,2023-08-10 23:15:42,"""Thank you very much! I'd like to have a private room so how much do I pay more?"""
14263,1170,826248,1647286,customer,operator,message,2023-08-11 07:26:17,"""Hi Ba Quang Anh,

You're welcome! I'm glad you're excited about your tour. 

However, I regret to inform you that arranging a private room at this point is not possible. As we're nearing the departure date, our rooming arrangements have already been sent to the hotels 30 days ahead of time.

While we'll do our best to ensure your comfort during the tour, a private room will not be available due to the timing constraints.

If there is anything else we can assist you with before departure, please do not hesitate to contact us.

Warm Regards
Nicole E
Expat Explore Travel"""
14263,1170,826347,1647485,customer,traveller,message,2023-01-03 05:15:11,"""- Automatic Message -

Are there actually vegan options available for the shared meals? How much does travel insurance cost on average? In Rome, will be get to tour the Cathedral and St. Peter's Basilica? Are all tour dates the same length for this package?

Interested Departure Date:
Monday 29 May, 2023

Number of travellers:
2 Adults"""
14263,1170,826347,1647486,operator,operator,message,2023-01-05 07:02:38,"""Traveller's question for TourRadar

about travel insurance cost"""
14263,1170,826347,1647486,customer,operator,message,2023-01-05 07:07:54,"""Hi Savannah

Thank you for reaching out,

Please note most restaurants will provide vegetarian options for meals, for the tour you are interested in will start in Rome but you will be traveling over to Venice that day.

TourRadar will reach out about the Travel insurance policy.

Kind Regards
Jenni B
Expat Explore Travel"""
14263,1170,826472,1647737,customer,traveller,message,2023-01-03 11:52:51,"""- Automatic Message -

HI, I am Deep want to know about Europe Escape 12 days tour. On 7th and 8th day it is not clear which place of Swiss Alps we are staying for 2 nights and what is the exact amount for tour including hidden cost ( hanky- panky cost)- if there is any one. It would be great if i am informed about additional cost for optional activities.Please tell me about visa for Australians.

Thanks,
Deep and family

Interested Departure Date:
Sunday 23 April, 2023

Number of travellers:
2 Adults, 1 Children"""
14263,1170,826472,1647737,customer,traveller,message,2023-01-03 12:44:59,"""- Automatic Message -

Hi, I am Deep . Which airport is suitable to reach Rome? Where we meet in Rome? You guys book flight as well? In the case of flight cancelled  what will happen?

Interested Departure Date:
Sunday 23 April, 2023

Number of travellers:
1 Adults"""
14263,1170,826472,1647738,customer,operator,message,2023-01-04 13:14:42,"""Hi Deepak

Thank you for reaching out to us,

The starting point for this hotel is the following, this is subject to change.

Excel Roma MonteMario, Via Degli Scolopi 31 - 00136 Roma (RM)
+[phone visible after confirmation]. Kindly note we don't provide pre-accommodation for this tour.

Here is the best airport to fly into Rome–Fiumicino International Airport ""Leonardo da Vinci.

I also attached an in-depth file for you, regarding all the costs. Then if you are an Australian carrying passport holder then you should not need a visa, again Expat Explore Travel is not a visa agency you should check into that.

Kind Regards
Jenni B
Expat Explore Travek"""
14263,1170,826726,1648260,customer,operator,enquiry_updated,2023-01-05 15:54:27,"""has made the following changes:
- Price increased in total by USD 847.96
- Created: Cover Genius Insurance (all travellers), Upfront payment, USD 847.96, 1 traveller"""
14263,1170,826726,1648260,customer,operator,message,2023-01-06 06:02:52,"""Hi Daniel,

Great news! Your Europe Escape - 12 Days tour with Expat Explore starting on 04 June, 2023 has just been confirmed and you are one step closer to your adventure of a lifetime!

As a passenger with Expat Explore, you will need to fill out the following form in order to join the tour. This information is vital for us to prepare the best possible tour for you. Please
make sure to complete all of the fields otherwise the form will not capture. Click the link and fill out your details:

https://expatexplore.com/cs_contact/travel-details.php?c=12325&amp;b=202300463&amp;t=1

You will be asked to select your room type on this form. The room type you have paid for is twin-sharing. Once the details have been filled in on the form, please ensure you click
'Submit' to save your details.

You will also receive a Tour Leader Announcement 3 to 5 days before departure which will provide the confirmed hotel list, itinerary and your guides name and contact number.
Please take 3 minutes to watch this short video with all the information and travel checks you should be aware of before starting your tour:
[youtube|ZWdfUWNzakE5UnM=]

If there’s anything you’re unsure about, please do not hesitate to contact us.

See you soon for the adventure of a lifetime!

Yours in travel and adventure,
Jenni B
The Expat Explore Team"""
14263,1170,826726,1648259,customer,traveller,message,2023-01-06 20:24:14,"""I would like to request a quote for the following services:
&nbsp;
Pre Accommodation:
City: Rome, Italy
Arrival Date: June 3rd, 2023
Departure Date: June 4th, 2023

No. Nights: 1
&nbsp;
Post Accommodation:
City: Rome, Italy
Arrival Date: June 15th, 2023
Departure Date: June 16th, 2023
No. Nights: 1
&nbsp;
Additional Comments:
Same hotel preferred"""
14263,1170,826726,1648260,customer,operator,message,2023-01-09 11:54:44,"""Hi Daniel, 

Thanks for reaching out to us. 

Unfortunately, we are currently unable to assist with reserving pre and post-accommodation. Feel free to use this link to Booking.com to make reservations. If you are unfamiliar with this platform, it is quite straightforward and user-friendly, gives you a great overview of the hotels in the area and the prices are competitive.

Please see the link below: https://www.booking.com/index.html?&amp;aid=2263248

If you have any further questions or queries, please do not hesitate to contact us. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,826726,1648259,customer,traveller,message,2023-04-10 20:46:46,"""I would like to request a quote for the following services:
&nbsp;
Pre Accommodation:
City: Rome, Italy
Arrival Date: June 3rd, 2023
Departure Date: June 4th, 2023

No. Nights: 1
&nbsp;
Post Accommodation:
City: Rome, Italy
Arrival Date: June 15th, 2023
Departure Date: June 16th, 2023
No. Nights: 1
&nbsp;"""
14263,1170,826726,1648260,customer,operator,message,2023-04-11 12:10:36,"""Hi Daniel, 

Thanks for getting in touch with us. 

Unfortunately, we are currently unable to assist with reserving pre and post-accommodation. Feel free to use this link to Booking.com to make reservations. If you are unfamiliar with this platform, it is quite straightforward and user-friendly, gives you a great overview of the hotels in the area and the prices are competitive.

Please see the link below: https://www.booking.com/index.html?&amp;aid=2263248

The starting hotel for your tour is:
Excel Roma Montemario				
Via degli Scolopi, 31, 00136 Roma RM, Italy, Tel: +39 06 3505 8043				 

Please note that hotels may be subject to change. 

If there is anything else we can assist you with before departure, please do not hesitate to contact us.

We look forward to hosting you. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,826726,1648259,customer,traveller,message,2023-04-11 14:38:21,"""Can you tell me, is this the ending hotel for this tour as well?"""
14263,1170,826726,1648260,customer,operator,message,2023-04-11 16:21:55,"""Hi Daniel,

Thank you for your message.

Excel Roma Montemario is indeed the end hotel as well as the starting hotel.

If you have any further questions or queries, please do not hesitate to contact us. 

We look forward to hosting you. 

Kind regards 
Nicole E
Expat Explore Travel"""
14263,1170,826733,1648273,customer,traveller,message,2023-01-03 21:31:16,"""- Automatic Message -

I am flying in from Chicago and want to arrive on June 3rd (1 day before departure). Is there a way to book the same hotel for the night before departure (June 3)?
Second question- does the end of the tour bring you back to the same hotel in Rome? Is there a night in that hotel after arriving back in Rome? Is it possible to book an extra night in the same hotel?

Interested Departure Date:
Sunday 4 June, 2023

Number of travellers:
2 Adults, 2 Children"""
14263,1170,826733,1648274,customer,operator,message,2023-01-04 12:51:59,"""Hi Daniel

Thank you for reaching out,

The starting point for this hotel is the following,
Excel Roma MonteMario, Via Degli Scolopi 31 - 00136 Roma (RM)
+[phone visible after confirmation].

Kindly note we don't provide pre-accommodation for this tour.

You will be sleeping here as the last night was as the tour as well, also kindly note this is all subject to change.

Kind Regard
Jenni B
Expat Explore Travel"""
14263,1170,827010,1648836,customer,operator,enquiry_updated,2023-01-06 06:40:54,"""has made the following changes:
- Price increased in total by USD 432.58
- Created: Cover Genius Insurance (all travellers), Upfront payment, USD 432.58, 1 traveller"""
14263,1170,827010,1648836,customer,operator,message,2023-01-06 08:25:47,"""Hi Nadejda,

Great news! Your Europe Escape - 12 Days tour with Expat Explore starting on 12 June, 2023 has just been confirmed and you are one step closer to your adventure of a lifetime!

As a passenger with Expat Explore, you will need to fill out the following form in order to join the tour. This information is vital for us to prepare the best possible tour for you. Please
make sure to complete all of the fields otherwise the form will not capture. Click the link and fill out your details:

https://expatexplore.com/cs_contact/travel-details.php?c=12325&amp;b=202300484&amp;t=1

You will be asked to select your room type on this form. The room type you have paid for is twin-sharing. Once the details have been filled in on the form, please ensure you click
'Submit' to save your details.

You will also receive a Tour Leader Announcement 3 to 5 days before departure which will provide the confirmed hotel list, itinerary and your guides name and contact number.
Please take 3 minutes to watch this short video with all the information and travel checks you should be aware of before starting your tour:
[youtube|ZWdfUWNzakE5UnM=]

If there’s anything you’re unsure about, please do not hesitate to contact us.

See you soon for the adventure of a lifetime!

Yours in travel and adventure,
Jenni B
The Expat Explore Team"""
14263,1170,827010,1648835,customer,traveller,message,2023-01-06 23:55:20,"""Hi! We’re very excited! We’re trying to fill out the details that expat Explore asking. We having a hard time filling and answering the questions about:

1.Phone number for insurance.( we purchased insurance XCover through Tour Radar, they emailed me certificate of coverage, and looks like there is no phone number just Reference number and their app where I can communicate if I have any questions.

2. With who you will be sharing a room.(I had no option on the room when I booked  the tour. I am traveling with my teenage daughter. It says that we’re sharing twine room. How many people will be put in twin room or how many people will be sharing twin room? Do I have an option to pay for a private room with my daughter?"""
14263,1170,827010,1648836,customer,operator,message,2023-01-11 09:57:53,"""Hi Nadejda,

Thank you for getting in touch with us, happy to hear that you are excited for your tour! 

With regards to the contact number for your insurance, you will not need to complete that as the other details will suffice. 

With regards to rooming, the twin-share room will have two twin beds and given the fact that you are booked with your daughter, the two of you will be roomed together. There will be no-one from outside of your booking.

If you have any further questions or queries, please do not hesitate to contact us. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,827010,1648835,customer,traveller,message,2023-01-11 13:25:59,"""Hi Hannah, 

Thank you for getting in touch with me. Everything make sense now."""
14263,1170,827010,1648836,customer,operator,message,2023-01-12 12:52:12,"""Hi Nadejda

Thank you for your response.

If there is anything else we can assist with, please let us know. We are always happy to help wherever we can.


Kind Regards
Courtney Hart
Expat Explore Travel"""
14263,1170,828234,1651328,customer,traveller,message,2023-01-06 01:37:09,"""- Automatic Message -

Hi Team,

Sending enquiry on behalf of traveller.

""Can we book 3 to a room for the rome to rome 12 day and how do we do that?""

Kindly respond as soon as you can.

Thank you.

Janine 
TourRadar

Number of travellers:
1 Adults"""
14263,1170,828234,1651329,customer,operator,message,2023-01-06 07:57:19,"""Hi NATALIE


Expat Explore loves hosting families on tour and making amazing memories together. The request for triple rooms is therefore something that comes up frequently. However, it is not something we offer. This is because many hotel partners do not offer triple rooms. While they may be available in one location, triple rooms are not guaranteed to be available in all destinations. We please request that where there is an uneven number of travelers in your group, you indicate as early as possible which travelers of the same gender will be sharing a room. Please take note that minors under the age of 18 cannot share with another traveler outside of your group's booking.

Kind Regards
Jenni B
Expat Explore Travel"""
14263,1170,828835,1652562,customer,traveller,message,2023-01-07 03:34:40,"""- Automatic Message -

What time do you get going in the morning on each day of the tour?

Interested Departure Date:
Monday 4 September, 2023

Number of travellers:
1 Adults"""
14263,1170,829780,1654491,customer,traveller,message,2023-01-10 04:12:15,"""Good day,

Noted!

I reached out to Expat Explore under separate cover and they advised that I would be able to go on the tour and povided me with a booking link to pay my down payment. 

However, I responded to them and gave them my booking number with Tour Radar and indicated that I made a down payment with you and it is pending confirmation from them. I am still awaiting a response on that email from Expat Explore.

Kindly reach out to them on my behalf as well to advise that I made a down payment with you. The booking # for them is Booking Number: [phone visible after confirmation]

Regards,
Donna"""
14263,1170,829780,1654492,operator,operator,message,2023-01-11 07:03:45,"""Other

Waiting for confirmation on Capacity"""
14263,1170,829780,1654492,customer,operator,message,2023-01-11 07:21:32,"""Hi Donna,

Great news! Your Europe Escape - 12 Days tour with Expat Explore starting on 04 June, 2023 has just been confirmed and you are one step closer to your adventure of a lifetime!

As a passenger with Expat Explore, you will need to fill out the following form in order to join the tour. This information is vital for us to prepare the best possible tour for you. Please make sure to complete all of the fields otherwise the form will not capture. Click the link and fill out your details:

https://expatexplore.com/cs_contact/travel-details.php?c=12325&amp;b=202300926&amp;t=1

You will be asked to select your room type on this form. The room type you have paid for is twin-share. Once the details have been filled in on the form, please ensure you click 'Submit' to save your details.

You will also receive a Tour Leader Announcement 3 to 5 days before departure which will provide the confirmed hotel list, itinerary and your guides name and contact number.

Please take 3 minutes to watch this short video with all the information and travel checks you should be aware of before starting your tour:
[youtube|ZWdfUWNzakE5UnM=]

If there’s anything you’re unsure about, please do not hesitate to contact us.

See you soon for the adventure of a lifetime!

Yours in travel and adventure,
Hannah R
The Expat Explore Team"""
14263,1170,830209,1655359,customer,operator,message,2023-01-10 09:06:55,"""Hi Karsen,

Great news! Your Europe Escape - 12 Days tour with Expat Explore starting on 26 March, 2023 has just been confirmed and you are one step closer to your adventure of a lifetime!

As a passenger with Expat Explore, you will need to fill out the following form in order to join the tour. This information is vital for us to prepare the best possible tour for you. Please make sure to complete all of the fields otherwise the form will not capture. Click the link and fill out your details:

https://expatexplore.com/cs_contact/travel-details.php?c=12325&amp;b=202300770&amp;t=1

You will be asked to select your room type on this form. The room type you have paid for is twin-share. 
If you would like us to quote you for a private room, please do so via this channel. Once the details have been filled in on the form, please ensure you click 'Submit' to save your details.

You will also receive a Tour Leader Announcement 3 to 5 days before departure which will provide the confirmed hotel list, itinerary and your guides name and contact number.

Please take 3 minutes to watch this short video with all the information and travel checks you should be aware of before starting your tour:
[youtube|ZWdfUWNzakE5UnM=]

If there’s anything you’re unsure about, please do not hesitate to contact us.

See you soon for the adventure of a lifetime!

Yours in travel and adventure,
Hannah R
The Expat Explore Team"""
14263,1170,830209,1655358,customer,traveller,message,2023-03-07 18:26:16,"""Hi, can I cancel the insurance I bought when I booked the tour? I would like to go with a different company. Thank You, Karsen Mills"""
14263,1170,830209,1655359,operator,operator,message,2023-03-07 20:50:20,"""Other

Travel would like to cancel insurance"""
14263,1170,830209,1655358,customer,traveller,message,2023-03-20 15:21:03,"""Hi, prior to this tour I am currently on a 12 night transatlantic cruise. I'm concerned about the luggage limit. I have a suitcase and a rolling size carryon. It states one piece of luggage. I don't really have anywhere to leave this other piece. I can fully handle my own luggage if that makes a difference. Thank You"""
14263,1170,830209,1655359,customer,operator,message,2023-03-20 17:40:01,"""Hi Karsen, 

Thanks for getting in touch with us. 

Unfortunately, we are unable to take on extra luggage as their are strict weight restrictions for the coach. 
You are allowed to bring one main piece of luggage weighing no more than 20kg, and one small soft bag (such as a small daypack or backpack) for hand luggage weighing a maximum of 7kg. 

I would suggest doing research on luggage storage in order to keep your luggage safe for the duration of your tour, where you can then collect it when you disembark.

If you have any further questions or queries, please do not hesitate to contact us. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,830209,1655358,customer,traveller,message,2023-03-20 18:53:55,"""Hi, thank you for getting back to me. Do you have a recommendation for where I can store the luggage? This is not something we do in the United States so it's all new to me. Being in a foreign country for the first time, I'm unsure of what to do."""
14263,1170,830209,1655359,customer,operator,message,2023-03-21 15:59:37,"""Hi Karsen, 

Thanks for getting back to us. 

I did some research and found the following website: https://usebounce.com/s?bags which you could enquire with. 
Alternatively, you can enquire with Excel Roma Montemario about storing luggage at the hotel. 

Please note that any luggage storing will be at your own discretion and Expat Explore will not take any responsibility for this. 

I hope this helps and if you have any further questions or queries, please do not hesitate to contact us. 

We look forward to hosting you. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,830209,1655358,customer,traveller,message,2023-03-23 03:24:45,"""Hi, I see our starting point is Hotel in Rome. Are we meeting outside or inside? 7:30am, correct? I'm traveling and just want to make sure I understand where to be. Thank You"""
14263,1170,830209,1655359,customer,operator,message,2023-03-23 07:08:23,"""Hi Karsen, 

Thank you for reaching out to us, 

The meeting time is 07:30am in the lobby of the hotel, your tour leader will be wearing a bright red Expat Explore T-shirt, you won't miss them. If you are still not able to locate your tour leader, you may ask for them at reception.

If you have any further questions or queries, please do not hesitate to contact us. 

We look forward to hosting you. 

Kind regards 
Nicole E
Expat Explore Travel"""
14263,1170,830209,1655358,customer,traveller,message,2023-03-23 14:20:04,"""Great! thanks so much for clarification. One more question, can you give me the exact address for the hotel? I will more than likely have to take a taxi from my Hostel so I don't want to tell the taxi driver the wrong place. Thanks again"""
14263,1170,830209,1655359,customer,operator,message,2023-03-23 15:24:02,"""Hi Karsen, 

The address for your starting hotel is:
Excel Roma Montemario				
Via degli Scolopi, 31, 00136 Roma RM, Italy. 

If there is anything else we can assist you with before departure, please do not hesitate to contact us.

We look forward to hosting you. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,830397,1655744,customer,traveller,message,2023-01-09 23:45:43,"""Hello!"""
14263,1170,830397,1655744,customer,traveller,message,2023-01-09 23:46:22,"""I just booked a vacation for me and my children but I believe I selected the incorrect tour.  Could I cancel and book the other instead?"""
14263,1170,830397,1655744,customer,traveller,message,2023-01-09 23:53:57,"""I would like to Cancel my booking for Best of Western Europe - 10 Days departing on July 16th, 2023
&nbsp;
Cancellation Reason: Change of Travel Plans
Additional Comments: I believe I booked the wrong tour.  I would like to either cancel or move the deposit to another tour.  If that is not possible, please refund the deposit and I will book the other tour myself.
Thank you!
&nbsp;
I have agreed to the following:
Terms and Conditions: https://www.tourradar.com/terms-conditions
Cancellation Policy: https://www.tourradar.com/booking/830397?enquiryCode=gpZ66ZPJ9LXJDrp2vzUkwIHRGUEyvS#terms"""
14263,1170,830397,1655745,customer,operator,message,2023-01-10 06:59:09,"""Hi Nancy, 

Thank you for getting in touch with us. 

Kindly advise the name of the tour that you intended to book? 
If the tour is hosted by Expat Explore, I will be able to make a tour change on your booking and transfer your deposit to the new tour. If not, I can simply refund your deposit and you can rebook on your own. 

I look forward to hearing from you. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,830397,1655744,customer,traveller,message,2023-01-10 14:18:23,"""The Europe Escape - 12 Days 

16 Jul, 2023 - 27 Jul, 2023"""
14263,1170,830397,1655744,customer,traveller,message,2023-01-11 23:57:23,"""Please advise if the below is possible.  Thank you."""
14263,1170,830397,1655745,customer,operator,message,2023-01-12 11:41:27,"""Hi Nancy, 

Thanks for getting back to us. 

I have checked the availability and we can most definitely move you over to the Europe Escape departing on the 16th of July 2023. Please note that the current website price will apply.

Kindly confirm that I can proceed with the change?

I look forward to hearing from you. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,830397,1655744,customer,traveller,message,2023-01-12 13:52:15,"""Yes, please proceed.  Thank you!"""
14263,1170,830397,1655745,customer,operator,enquiry_updated,2023-01-13 13:10:03,"""has made the following changes:
- You’re now going on ""Europe Escape - 12 Days"" instead of ""Best of Western Europe - 10 Days"""""
14263,1170,830397,1655745,customer,operator,enquiry_updated,2023-01-13 13:10:27,"""has made the following changes:
- Price increased in total by USD 795
- Removed: Promotion discount, Upfront payment, USD -415, 3 travellers
- Created: Promotion discount, Upfront payment, USD -525, 3 travellers
- Updated: Brochure price, Upfront payment, from USD 2615 to USD 2990, 3 travellers"""
14263,1170,830397,1655745,customer,operator,message,2023-01-13 13:11:15,"""Hi Nancy, 

Thanks for getting back to us.

I have now made your requested tour change. 
Kindly click ‘accept changes’ for the booking to be fully processed.

If you have any further questions or queries, please do not hesitate to contact us. 

Kind regards 
Hannah Rhoode
Expat Explore Travel"""
14263,1170,830397,1655744,customer,traveller,message,2023-02-13 19:52:43,"""Can you tell me how it works with three people.  Will we have two rooms at every hotel?"""
14263,1170,830397,1655744,customer,traveller,message,2023-02-13 20:07:05,"""I would like to Cancel my booking for Europe Escape - 12 Days departing on July 16th, 2023
&nbsp;
Cancellation Reason: Health Issue
Additional Comments: I was diagnosed with breast cancer and will need treatment during this time.
&nbsp;
I have agreed to the following:
Terms and Conditions: https://www.tourradar.com/terms-conditions
Cancellation Policy: https://www.tourradar.com/booking/830397?enquiryCode=gpZ66ZPJ9LXJDrp2vzUkwIHRGUEyvS#terms"""
14263,1170,830397,1655744,customer,traveller,message,2023-02-16 16:09:59,"""Please advise."""
